t, n, Tsim
21.600046, 0,0.0
21.700047, 0,0.0
21.800047, 0,0.0
21.900047, 0,0.0
22.000048, 0,0.0
22.100048, 0,0.0
22.200048, 0,0.0
22.300049, 0,0.0
22.40005, 0,0.0
22.50005, 0,0.0
22.60005, 0,0.0
22.70005, 0,0.0
22.80005, 0,0.0
22.900051, 0,0.0
23.000051, 0,0.0
23.100052, 0,0.0
23.200052, 0,0.0
23.300053, 0,0.0
23.400053, 0,0.0
23.500053, 0,0.0
23.600054, 0,0.0
23.700054, 0,0.0
23.800055, 0,0.0
23.900055, 0,0.0
24.000055, 0,0.0
24.100056, 0,0.0
24.200056, 0,0.0
24.300056, 0,0.0
24.400057, 0,0.0
24.500057, 0,0.0
24.600058, 0,0.0
24.700058, 0,0.0
24.800058, 0,0.0
24.900059, 0,0.0
25.00006, 0,0.0
25.10006, 0,0.0
25.20006, 0,0.0
25.30006, 0,0.0
25.40006, 0,0.0
25.500061, 0,0.0
25.600061, 0,0.0
25.700062, 0,0.0
25.800062, 0,0.0
25.900063, 0,0.0
26.000063, 0,0.0
26.100063, 0,0.0
26.200064, 0,0.0
26.300064, 0,0.0
26.400064, 0,0.0
26.500065, 0,0.0
26.600065, 0,0.0
26.700066, 0,0.0
26.800066, 0,0.0
26.900066, 0,0.0
27.000067, 0,0.0
27.100067, 0,0.0
27.200068, 0,0.0
27.300068, 0,0.0
27.400068, 0,0.0
27.500069, 0,0.0
27.600069, 0,0.0
27.70007, 0,0.0
27.80007, 0,0.0
27.90007, 0,0.0
28.00007, 0,0.0
28.10007, 0,0.0
28.200071, 0,0.0
28.300072, 0,0.0
28.400072, 0,0.0
28.500072, 0,0.0
28.600073, 0,0.0
28.700073, 0,0.0
28.800074, 0,0.0
28.900074, 0,0.0
29.000074, 0,0.0
29.100075, 0,0.0
29.200075, 0,0.0
29.300076, 0,0.0
29.400076, 0,0.0
29.500076, 0,0.0
29.600077, 0,0.0
29.700077, 0,0.0
29.800077, 0,0.0
29.900078, 0,0.0
30.000078, 0,0.0
30.100079, 0,0.0
30.200079, 0,0.0
30.30008, 0,0.0
30.40008, 0,0.0
30.50008, 0,0.0
30.60008, 0,0.0
30.70008, 0,0.0
30.800081, 0,0.0
30.900082, 0,0.0
31.000082, 0,0.0
31.100082, 0,0.0
31.200083, 0,0.0
31.300083, 0,0.0
31.400084, 0,0.0
31.500084, 0,0.0
31.600084, 0,0.0
31.700085, 0,0.0
31.800085, 0,0.0
31.900085, 0,0.0
32.000084, 0,0.0
32.100082, 0,0.0
32.20008, 0,0.0
32.30008, 0,0.0
32.400078, 0,0.0
32.500076, 0,0.0
32.600075, 0,0.0
32.700073, 0,0.0
32.80007, 0,0.0
32.90007, 0,0.0
33.00007, 0,0.0
33.100067, 0,0.0
33.200066, 0,0.0
33.300064, 0,0.0
33.400063, 0,0.0
33.50006, 0,0.0
33.60006, 0,0.0
33.700058, 0,0.0
33.800056, 0,0.0
33.900055, 0,0.0
34.000053, 0,0.0
34.10005, 0,0.0
34.20005, 0,0.0
34.30005, 0,0.0
34.400047, 0,0.0
34.500046, 0,0.0
34.600044, 0,0.0
34.700043, 0,0.0
34.80004, 0,0.0
34.90004, 0,0.0
35.00004, 0,0.0
35.100037, 0,0.0
35.200035, 0,0.0
35.300034, 0,0.0
35.400032, 0,0.0
35.50003, 0,0.0
35.60003, 0,0.0
35.700027, 0,0.0
35.800026, 0,0.0
35.900024, 0,0.0
36.000023, 0,0.0
36.10002, 0,0.0
36.20002, 0,0.0
36.30002, 0,0.0
36.400017, 0,0.0
36.500015, 0,0.0
36.600014, 0,0.0
36.700012, 0,0.0
36.80001, 0,0.0
36.90001, 0,0.0
37.000008, 0,0.0
37.100006, 0,0.0
37.200005, 0,0.0
37.300003, 0,0.0
37.4, 0,0.0
37.5, 0,0.0
37.6, 0,0.0
37.699997, 0,0.0
37.799995, 0,0.0
37.899994, 0,0.0
37.999992, 0,0.0
38.09999, 0,0.0
38.19999, 0,0.0
38.299988, 0,0.0
38.399986, 0,0.0
38.499985, 0,0.0
38.599983, 0,0.0
38.69998, 0,0.0
38.79998, 0,0.0
38.89998, 0,0.0
38.999977, 0,0.0
39.099976, 0,0.0
39.199974, 0,0.0
39.299973, 0,0.0
39.39997, 0,0.0
39.49997, 0,0.0
39.599968, 0,0.0
39.699966, 0,0.0
39.799965, 0,0.0
39.899963, 0,0.0
39.99996, 0,0.0
40.09996, 0,0.0
40.19996, 0,0.0
40.299957, 0,0.0
40.399956, 0,0.0
40.499954, 0,0.0
40.599953, 0,0.0
40.69995, 0,0.0
40.79995, 0,0.0
40.89995, 0,0.0
40.999947, 0,0.0
41.099945, 0,0.0
41.199944, 0,0.0
41.299942, 0,0.0
41.39994, 0,0.0
41.49994, 0,0.0
41.599937, 0,0.0
41.699936, 0,0.0
41.799934, 0,0.0
41.899933, 0,0.0
41.99993, 0,0.0
42.09993, 0,0.0
42.19993, 0,0.0
42.299927, 0,0.0
42.399925, 0,0.0
42.499924, 0,1.0
42.599922, 0,0.0
42.69992, 0,0.0
42.79992, 0,0.0
42.899918, 0,0.0
42.999916, 0,0.0
43.099915, 0,0.0
43.199913, 0,0.0
43.29991, 0,0.0
43.39991, 0,0.0
43.49991, 0,0.0
43.599907, 0,0.0
43.699905, 0,0.0
43.799904, 0,0.0
43.899902, 0,0.0
43.9999, 0,0.0
44.0999, 0,0.0
44.199898, 0,0.0
44.299896, 0,0.0
44.399895, 0,0.0
44.499893, 0,0.0
44.59989, 0,0.0
44.69989, 0,0.0
44.79989, 0,0.0
44.899887, 0,0.0
44.999886, 0,0.0
45.099884, 0,0.0
45.199883, 0,0.0
45.29988, 0,0.0
45.39988, 0,0.0
45.499878, 0,0.0
45.599876, 0,0.0
45.699875, 0,0.0
45.799873, 0,0.0
45.89987, 0,0.0
45.99987, 0,0.0
46.09987, 0,0.0
46.199867, 0,0.0
46.299866, 0,0.0
46.399864, 0,0.0
46.499863, 0,0.0
46.59986, 0,0.0
46.69986, 0,0.0
46.79986, 0,0.0
46.899857, 0,0.0
46.999855, 0,0.0
47.099854, 0,0.0
47.199852, 0,0.0
47.29985, 0,0.0
47.39985, 0,0.0
47.499847, 0,0.0
47.599846, 0,0.0
47.699844, 0,0.0
47.799843, 0,0.0
47.89984, 0,0.0
47.99984, 0,0.0
48.09984, 0,0.0
48.199837, 0,0.0
48.299835, 0,0.0
48.399834, 0,0.0
48.499832, 0,0.0
48.59983, 0,0.0
48.69983, 0,0.0
48.799828, 0,0.0
48.899826, 0,0.0
48.999825, 0,0.0
49.099823, 0,0.0
49.19982, 0,0.0
49.29982, 0,0.0
49.39982, 0,0.0
49.499817, 0,0.0
49.599815, 0,0.0
49.699814, 0,0.0
49.799812, 0,0.0
49.89981, 0,0.0
49.99981, 0,0.0
50.099808, 0,0.0
50.199806, 0,0.0
50.299805, 0,0.0
50.399803, 0,0.0
50.4998, 0,0.0
50.5998, 0,0.0
50.6998, 0,0.0
50.799797, 0,0.0
50.899796, 0,0.0
50.999794, 0,0.0
51.099792, 0,0.0
51.19979, 0,0.0
51.29979, 0,0.0
51.399788, 0,0.0
51.499786, 0,0.0
51.599785, 0,0.0
51.699783, 0,0.0
51.79978, 0,0.0
51.89978, 0,0.0
51.99978, 0,0.0
52.099777, 0,0.0
52.199776, 0,0.0
52.299774, 0,0.0
52.399773, 0,0.0
52.49977, 0,0.0
52.59977, 0,0.0
52.699768, 0,0.0
52.799767, 0,0.0
52.899765, 0,0.0
52.999763, 0,0.0
53.099762, 0,0.0
53.19976, 0,0.0
53.29976, 0,0.0
53.399757, 0,0.0
53.499756, 0,0.0
53.599754, 0,0.0
53.699753, 0,0.0
53.79975, 0,0.0
53.89975, 0,0.0
53.99975, 0,0.0
54.099747, 0,0.0
54.199745, 0,0.0
54.299744, 0,0.0
54.399742, 0,0.0
54.49974, 0,0.0
54.59974, 0,0.0
54.699738, 0,0.0
54.799736, 0,0.0
54.899734, 0,0.0
54.999733, 0,0.0
55.09973, 0,0.0
55.19973, 0,0.0
55.29973, 0,0.0
55.399727, 0,0.0
55.499725, 0,0.0
55.599724, 0,0.0
55.699722, 0,0.0
55.79972, 0,0.0
55.89972, 0,0.0
55.999718, 0,0.0
56.099716, 0,0.0
56.199715, 0,0.0
56.299713, 0,0.0
56.39971, 0,0.0
56.49971, 0,0.0
56.59971, 0,0.0
56.699707, 0,0.0
56.799706, 0,0.0
56.899704, 0,0.0
56.999702, 0,0.0
57.0997, 0,0.0
57.1997, 0,0.0
57.299698, 0,0.0
57.399696, 0,0.0
57.499695, 0,0.0
57.599693, 0,0.0
57.69969, 0,0.0
57.79969, 0,0.0
57.89969, 0,0.0
57.999687, 0,0.0
58.099686, 0,0.0
58.199684, 0,0.0
58.299683, 0,0.0
58.39968, 0,0.0
58.49968, 0,0.0
58.599678, 0,0.0
58.699677, 0,0.0
58.799675, 0,0.0
58.899673, 0,0.0
58.999672, 0,0.0
59.09967, 0,0.0
59.19967, 0,0.0
59.299667, 0,0.0
59.399666, 0,0.0
59.499664, 0,0.0
59.599663, 0,0.0
59.69966, 0,0.0
59.79966, 0,0.0
59.89966, 0,0.0
59.999657, 0,0.0
60.099655, 0,0.0
60.199654, 0,0.0
60.299652, 0,0.0
60.39965, 0,0.0
60.49965, 0,0.0
60.599648, 0,0.0
60.699646, 0,0.0
60.799644, 0,0.0
60.899643, 0,0.0
60.99964, 0,0.0
61.09964, 0,0.0
61.19964, 0,0.0
61.299637, 0,0.0
61.399635, 0,0.0
61.499634, 0,0.0
61.599632, 0,0.0
61.69963, 0,0.0
61.79963, 0,0.0
61.899628, 0,0.0
61.999626, 0,0.0
62.099625, 0,0.0
62.199623, 0,0.0
62.29962, 0,0.0
62.39962, 0,0.0
62.49962, 0,0.0
62.599617, 0,0.0
62.699615, 0,0.0
62.799614, 0,0.0
62.899612, 0,0.0
62.99961, 0,0.0
63.09961, 0,0.0
63.199608, 0,0.0
63.299606, 0,0.0
63.399605, 0,0.0
63.499603, 0,0.0
63.5996, 0,0.0
63.6996, 0,0.0
63.7996, 0,0.0
63.899597, 0,0.0
63.999596, 0,1.0
64.099594, 0,0.0
64.19959, 0,0.0
64.29959, 0,0.0
64.39959, 0,0.0
64.49959, 0,0.0
64.59959, 0,0.0
64.699585, 0,0.0
64.79958, 0,0.0
64.89958, 0,0.0
64.99958, 0,0.0
65.09958, 0,0.0
65.19958, 0,0.0
65.299576, 0,0.0
65.399574, 0,0.0
65.49957, 0,0.0
65.59957, 0,0.0
65.69957, 0,0.0
65.79957, 0,0.0
65.89957, 0,0.0
65.999565, 0,0.0
66.09956, 0,0.0
66.19956, 0,0.0
66.29956, 0,0.0
66.39956, 0,0.0
66.49956, 0,0.0
66.599556, 0,0.0
66.699554, 0,0.0
66.79955, 0,0.0
66.89955, 0,0.0
66.99955, 0,0.0
67.09955, 0,0.0
67.19955, 0,0.0
67.299545, 0,0.0
67.39954, 0,0.0
67.49954, 0,0.0
67.59954, 0,0.0
67.69954, 0,0.0
67.79954, 0,0.0
67.899536, 0,0.0
67.999535, 0,0.0
68.09953, 0,0.0
68.19953, 0,0.0
68.29953, 0,0.0
68.39953, 0,0.0
68.49953, 0,0.0
68.599525, 0,0.0
68.699524, 0,0.0
68.79952, 0,0.0
68.89952, 0,0.0
68.99952, 0,0.0
69.09952, 0,0.0
69.19952, 0,0.0
69.299515, 0,0.0
69.39951, 0,0.0
69.49951, 0,0.0
69.59951, 0,0.0
69.69951, 0,0.0
69.79951, 0,0.0
69.899506, 0,0.0
69.999504, 0,0.0
70.0995, 0,0.0
70.1995, 0,0.0
70.2995, 0,0.0
70.3995, 0,0.0
70.4995, 0,0.0
70.599495, 0,0.0
70.69949, 0,0.0
70.79949, 0,0.0
70.89949, 0,0.0
70.99949, 0,0.0
71.09949, 0,0.0
71.199486, 0,0.0
71.2904, 0,0.0
71.38131, 0,0.0
71.47222, 0,0.0
71.56313, 0,0.0
71.654045, 0,0.0
71.74496, 0,0.0
71.83587, 0,0.0
71.92678, 0,0.0
72.01769, 0,0.0
72.108604, 0,0.0
72.19952, 0,0.0
72.29043, 0,0.0
72.38134, 0,0.0
72.47225, 0,0.0
72.56316, 0,0.0
72.654076, 0,0.0
72.74499, 0,0.0
72.8359, 0,0.0
72.92681, 0,0.0
73.01772, 0,0.0
73.100365, 0,0.0
73.18301, 0,0.0
73.26565, 0,0.0
73.34829, 0,0.0
73.43093, 0,0.0
73.51357, 0,0.0
73.596214, 0,0.0
73.678856, 0,0.0
73.7615, 0,0.0
73.84414, 0,0.0
73.92678, 0,0.0
74.00942, 0,0.0
74.092064, 0,0.0
74.174706, 0,0.0
74.25735, 0,0.0
74.33999, 0,0.0
74.42263, 0,0.0
74.50527, 0,0.0
74.58791, 0,0.0
74.670555, 0,0.0
74.7532, 0,0.0
74.83584, 0,0.0
74.91097, 0,0.0
74.98611, 0,0.0
75.06124, 0,0.0
75.136375, 0,0.0
75.21151, 0,0.0
75.286644, 0,0.0
75.36178, 0,0.0
75.43691, 0,0.0
75.51205, 0,0.0
75.58718, 0,0.0
75.662315, 0,0.0
75.73745, 0,0.0
75.812584, 0,0.0
75.88772, 0,0.0
75.96285, 0,0.0
76.03799, 0,0.0
76.11312, 0,0.0
76.188255, 0,0.0
76.26339, 0,0.0
76.33169, 0,0.0
76.39999, 0,0.0
76.468285, 0,0.0
76.53658, 0,0.0
76.60488, 0,0.0
76.67318, 0,0.0
76.74148, 0,0.0
76.80978, 0,0.0
76.878075, 0,0.0
76.94637, 0,0.0
77.01467, 0,0.0
77.08297, 0,0.0
77.15127, 0,0.0
77.21957, 0,0.0
77.287865, 0,0.0
77.35616, 0,0.0
77.42446, 0,0.0
77.49276, 0,0.0
77.56106, 0,0.0
77.62315, 0,0.0
77.68525, 0,0.0
77.747345, 0,0.0
77.80944, 0,0.0
77.87154, 0,0.0
77.93363, 0,0.0
77.99573, 0,0.0
78.05782, 0,0.0
78.11992, 0,0.0
78.182014, 0,0.0
78.24411, 0,0.0
78.306206, 0,0.0
78.3683, 0,0.0
78.4304, 0,0.0
78.49249, 0,0.0
78.55459, 0,0.0
78.616684, 0,0.0
78.673134, 0,0.0
78.72958, 0,0.0
78.78603, 0,0.0
78.84248, 0,0.0
78.89893, 0,0.0
78.95538, 0,0.0
79.01183, 0,0.0
79.06828, 0,0.0
79.12473, 0,0.0
79.18118, 0,0.0
79.23763, 0,0.0
79.29408, 0,0.0
79.35053, 0,0.0
79.40698, 0,0.0
79.46343, 0,0.0
79.51988, 0,0.0
79.57633, 0,0.0
79.63278, 0,0.0
79.68923, 0,0.0
79.74568, 0,0.0
79.80213, 0,0.0
79.85858, 0,0.0
79.91503, 0,0.0
79.97148, 0,0.0
80.02793, 0,0.0
80.08438, 0,0.0
80.14083, 0,0.0
80.19728, 0,0.0
80.25373, 0,0.0
80.31018, 0,0.0
80.36663, 0,0.0
80.42308, 0,0.0
80.47953, 0,0.0
80.53598, 0,0.0
80.59243, 0,0.0
80.64888, 0,0.0
80.70533, 0,0.0
80.76178, 0,0.0
80.81823, 0,0.0
80.87468, 0,0.0
80.93113, 0,0.0
80.98758, 0,0.0
81.04403, 0,0.0
81.10048, 0,0.0
81.15693, 0,0.0
81.21338, 0,0.0
81.26983, 0,0.0
81.32628, 0,0.0
81.38273, 0,0.0
81.43918, 0,0.0
81.49563, 0,0.0
81.55208, 0,0.0
81.60853, 0,0.0
81.66498, 0,0.0
81.72143, 0,0.0
81.77788, 0,0.0
81.83433, 0,0.0
81.89078, 0,0.0
81.94723, 0,0.0
82.00368, 0,0.0
82.06013, 0,0.0
82.11658, 0,0.0
82.17303, 0,0.0
82.22948, 0,0.0
82.28079, 0,0.0
82.33211, 0,0.0
82.38342, 0,0.0
82.43474, 0,0.0
82.48605, 0,0.0
82.53737, 0,0.0
82.588684, 0,0.0
82.64, 0,0.0
82.691315, 0,0.0
82.74263, 0,0.0
82.793945, 0,0.0
82.84526, 0,0.0
82.896576, 0,0.0
82.94789, 0,0.0
82.99921, 0,0.0
83.05052, 0,0.0
83.10184, 0,0.0
83.15315, 0,0.0
83.20447, 0,0.0
83.25578, 0,0.0
83.30244, 0,0.0
83.34909, 0,0.0
83.395744, 0,0.0
83.4424, 0,0.0
83.48905, 0,0.0
83.535706, 0,0.0
83.58236, 0,0.0
83.62901, 0,0.0
83.67567, 0,0.0
83.72232, 0,0.0
83.768974, 0,0.0
83.81563, 0,0.0
83.86228, 0,0.0
83.908936, 0,0.0
83.95559, 0,0.0
83.998, 0,0.0
84.04041, 0,0.0
84.082825, 0,0.0
84.12524, 0,0.0
84.16765, 0,0.0
84.21006, 0,0.0
84.25247, 0,0.0
84.29488, 0,0.0
84.337296, 0,0.0
84.37971, 0,0.0
84.42212, 0,0.0
84.46453, 0,0.0
84.50694, 0,0.0
84.549355, 0,0.0
84.59177, 0,0.0
84.63418, 0,0.0
84.67659, 0,0.0
84.719, 0,0.0
84.75755, 0,0.0
84.796104, 0,0.0
84.834656, 0,0.0
84.87321, 0,0.0
84.91176, 0,0.0
84.95031, 0,0.0
84.98886, 0,0.0
85.02741, 0,0.0
85.06596, 0,0.0
85.104515, 0,0.0
85.14307, 0,0.0
85.18162, 0,0.0
85.22017, 0,0.0
85.25872, 0,0.0
85.29727, 0,0.0
85.33232, 0,0.0
85.36737, 0,0.0
85.40242, 0,0.0
85.43747, 0,0.0
85.47252, 0,0.0
85.50757, 0,0.0
85.54262, 0,0.0
85.57767, 0,0.0
85.61272, 0,0.0
85.647766, 0,0.0
85.682816, 0,0.0
85.717865, 0,0.0
85.752914, 0,0.0
85.787964, 0,0.0
85.82301, 0,0.0
85.85806, 0,0.0
85.88992, 0,0.0
85.92178, 0,0.0
85.95364, 0,0.0
85.985504, 0,0.0
86.017365, 0,0.0
86.049225, 0,0.0
86.081085, 0,0.0
86.112946, 0,0.0
86.144806, 0,0.0
86.17667, 0,0.0
86.20853, 0,0.0
86.24039, 0,0.0
86.27225, 0,0.0
86.30411, 0,0.0
86.33308, 0,0.0
86.362045, 0,0.0
86.391014, 0,0.0
86.41998, 0,0.0
86.44895, 0,0.0
86.47792, 0,0.0
86.50689, 0,0.0
86.53586, 0,0.0
86.56483, 0,0.0
86.593796, 0,0.0
86.622765, 0,0.0
86.65173, 0,0.0
86.6807, 0,0.0
86.70967, 0,0.0
86.73864, 0,0.0
86.76761, 0,0.0
86.79658, 0,0.0
86.82555, 0,0.0
86.854515, 0,0.0
86.883484, 0,0.0
86.90982, 0,0.0
86.93616, 0,0.0
86.962494, 0,0.0
86.98883, 0,0.0
87.01517, 0,0.0
87.041504, 0,0.0
87.06784, 0,0.0
87.09418, 0,0.0
87.120514, 0,0.0
87.14685, 0,0.0
87.17319, 0,0.0
87.199524, 0,0.0
87.22586, 0,0.0
87.2522, 0,0.0
87.278534, 0,0.0
87.30487, 0,0.0
87.33121, 0,0.0
87.357544, 0,0.0
87.38388, 0,0.0
87.41022, 0,0.0
87.43416, 0,0.0
87.4581, 0,0.0
87.48204, 0,0.0
87.50598, 0,0.0
87.52992, 0,0.0
87.55386, 0,0.0
87.577805, 0,0.0
87.601746, 0,0.0
87.62569, 0,0.0
87.64963, 0,0.0
87.67357, 0,0.0
87.69751, 0,0.0
87.72145, 0,0.0
87.74539, 0,0.0
87.76933, 0,0.0
87.793274, 0,0.0
87.817215, 0,0.0
87.841156, 0,0.0
87.8651, 0,0.0
87.88904, 0,0.0
87.910805, 0,0.0
87.93257, 0,0.0
87.95434, 0,0.0
87.976105, 0,0.0
87.99787, 0,0.0
88.01964, 0,0.0
88.041405, 0,0.0
88.06317, 0,0.0
88.08494, 0,0.0
88.106705, 0,0.0
88.12847, 0,0.0
88.15024, 0,0.0
88.172005, 0,0.0
88.19377, 0,0.0
88.21554, 0,0.0
88.237305, 0,0.0
88.25907, 0,0.0
88.28084, 0,0.0
88.302605, 0,0.0
88.32437, 0,0.0
88.34614, 0,0.0
88.36592, 0,0.0
88.385704, 0,0.0
88.40549, 0,0.0
88.42527, 0,0.0
88.44505, 0,0.0
88.464836, 0,0.0
88.48462, 0,0.0
88.5044, 0,0.0
88.524185, 0,0.0
88.54397, 0,0.0
88.56375, 0,0.0
88.583534, 0,0.0
88.60332, 0,0.0
88.6231, 0,0.0
88.64288, 0,0.0
88.66267, 0,0.0
88.68245, 0,0.0
88.70223, 0,0.0
88.722015, 0,0.0
88.7418, 0,0.0
88.76158, 0,0.0
88.781364, 0,0.0
88.80115, 0,0.0
88.82093, 0,0.0
88.84071, 0,0.0
88.8605, 0,0.0
88.87848, 0,0.0
88.89646, 0,0.0
88.914444, 0,0.0
88.93243, 0,0.0
88.95041, 0,0.0
88.96839, 0,0.0
88.986374, 0,0.0
89.00436, 0,0.0
89.02234, 0,0.0
89.04032, 0,0.0
89.058304, 0,0.0
89.07629, 0,0.0
89.09427, 0,0.0
89.11225, 0,0.0
89.13023, 0,0.0
89.14822, 0,0.0
89.1662, 0,0.0
89.18418, 0,0.0
89.20216, 0,0.0
89.220146, 0,0.0
89.23813, 0,0.0
89.25611, 0,0.0
89.27409, 0,0.0
89.292076, 0,0.0
89.31006, 0,0.0
89.32804, 0,0.0
89.34602, 0,0.0
89.364006, 0,0.0
89.38199, 0,0.0
89.39997, 0,0.0
89.41795, 0,0.0
89.435936, 0,0.0
89.45392, 0,0.0
89.4719, 0,0.0
89.48988, 0,0.0
89.507866, 0,0.0
89.52585, 0,0.0
89.54383, 0,0.0
89.56181, 0,0.0
89.579796, 0,0.0
89.59778, 0,0.0
89.61576, 0,0.0
89.63374, 0,0.0
89.651726, 0,0.0
89.66971, 0,0.0
89.68769, 0,0.0
89.70567, 0,0.0
89.723656, 0,0.0
89.74164, 0,0.0
89.75962, 0,0.0
89.7776, 0,0.0
89.795586, 0,0.0
89.81357, 0,0.0
89.83155, 0,0.0
89.84953, 0,0.0
89.867516, 0,0.0
89.8855, 0,0.0
89.90348, 0,0.0
89.92146, 0,0.0
89.939445, 0,0.0
89.95743, 0,0.0
89.97541, 0,0.0
89.99339, 0,0.0
90.011375, 0,0.0
90.02936, 0,0.0
90.04734, 0,0.0
90.06532, 0,0.0
90.083305, 0,0.0
90.10129, 0,0.0
90.11927, 0,0.0
90.13725, 0,0.0
90.155235, 0,0.0
90.17322, 0,0.0
90.1912, 0,0.0
90.20918, 0,0.0
90.227165, 0,0.0
90.24515, 0,0.0
90.26313, 0,0.0
90.28111, 0,0.0
90.299095, 0,0.0
90.31708, 0,0.0
90.33506, 0,0.0
90.35304, 0,0.0
90.371025, 0,0.0
